REFERENCE_CODE,ABBREVIATION,CODE_LABEL,VALID,DESCRIPTION,CHILD_REFERENCE_TYPE,CHILD_ATTRIBUTE_TYPE
1643,Bring Your Own Phone $225 Prepaid,BRING_YOUR_OWN_PHONE_225_PREPAID,Y,[11/23/2022 Vnair]: RITM# Promo MRS_2022,,
1644,$240 Service Credit Offer - with MyTab,240_SERVICE_CREDIT_OFFER_WITH_MYTAB,Y,[11/23/2022 Vnair]: RITM# Promo MRS_2022 ,,
1645,$240 Service Credit - HWU,240_SERVICE_CREDIT_HWU,Y,[11/23/2022 Vnair]: RITM# Promo MRS_2022,,
1646,Bonus 10GB x 12 Months Freedom Network Data Promo,BONUS_10GB_12_MTH_FDM_NTWK_DATA_PROMO,Y,[11/28/2022 Vnair]: RITM# Promo MRS_2022,,
1647,Bring Your Own Phone $150 Prepaid,BRING_YOUR_OWN_PHONE__150_PREPAID,Y,[12/07/2022 Vnair]: RITM# Promo MRS_2022,,
1648,20GB Bonus Freedom data for $50+ Plans,20GB_BONUS_FREEDOM_DATA_FOR_50_PLANS,Y,[12/07/2022 Vnair]: RITM# Promo MRS_2022,,
1649,500MB Freedom Nationwide Bonus data(FS),500_MB_FREEDOM_NATIONWIDE_BONUS_DATA_FS,Y,[12/07/2022 Vnair]: RITM# Promo MRS_2022,,
1650,25GB Bonus Freedom data for $50+ Plans,25GB_BONUS_FREEDOM_DATA_FOR_50_PLANS,Y,[12/07/2022 Vnair]: RITM# Promo MRS_2022,,
1651,Bonus 5GB x 12 Months Freedom Network Data Promo,BONUS_5GB_12_MTH_FDM_NTWK_DATA_PROMO,Y,[12/08/2022 Vnair]: RITM# Promo MRS_2022,,
1652,$150 Service Credit ($45-49),150_SERVICE_CREDIT_45_49,Y,13/12/2022 MMizanur] REQ2363009: MRS_2022 Promos,,
1653,$200 Service Credit ($55-59),200_SERVICE_CREDIT_55_59,Y,13/12/2022 MMizanur] REQ2363009: MRS_2022 Promos,,
1654,CBM BYOP $10x24mo,CBM_BYOP__10X24MO,Y,[12/12/2022 PGautam]RITM# REQ2362298 : MRS_2022,,
1655,CBM BYOP $15x15mo,CBM_BYOP__15X15MO,Y,[12/12/2022 PGautam]RITM# REQ2362298 : MRS_2022,,
1656,CBM BYOP $5x24mo,CBM_BYOP_5X24MO,Y,[10/24/2022 MMizanur]RITM#REQ2362298 : MRS_2022,,
1657,CBM BYOP $15x24mo,CBM_BYOP_15X24MO,Y,[10/24/2022 Mmizanur]RITM# REQ2362298 : MRS_2022,,
1658,1A1 $100 MyTab Credit,1A1_100_MYTAB_CREDIT,Y,[12/20/2022 Vnair]: RITM# Promo MRS_2022,,
1659,1A2 $200 MyTab Credit,1A2_200_MYTAB_CREDIT,Y,[12/20/2022 Vnair]: RITM# Promo MRS_2022,,
1660,1A3 $300 MyTab Credit,1A3_300_MYTAB_CREDIT,Y,[12/20/2022 Vnair]: RITM# Promo MRS_2022,,
1661,1A4 $400 MyTab Credit,1A4_400_MYTAB_CREDIT,Y,[12/20/2022 Vnair]: RITM# Promo MRS_2022,,
1662,1U1 $100 HWU Credit,1U1_100_HWU_CREDIT,Y,[12/20/2022 Vnair]: RITM# Promo MRS_2022,,
1663,1U2 $200 HWU Credit,1U2_200_HWU_CREDIT,Y,[12/20/2022 Vnair]: RITM# Promo MRS_2022,,
1664,1U3 $300 HWU Credit,1U3_300_HWU_CREDIT,Y,[12/20/2022 Vnair]: RITM# Promo MRS_2022,,
1665,1U4 $400 HWU Credit,1U4_400_HWU_CREDIT,Y,[12/20/2022 Vnair]: RITM# Promo MRS_2022,,
1666,$240 MyTab Service Credit Offer - Not Eligible With TradeUp,240_MYTAB_SRVC_CRDT_OFR_NOT_ELIG_W_TRDUP,Y,[12/22/2022 Vnair]: RITM# Promo MRS_2022,,
1667,$240 HWU Service Credit Offer - Not Eligible With TradeUp,240_HWU_SRVC_CRDT_OFR_NOT_ELIG_W_TRDUP,Y,[12/22/2022 Vnair]: RITM# Promo MRS_2022,,
1668,CBM BYOP $10x12mo,CBM_BYOP_10X24MO,Y,[12/20/2022 Vnair]: RITM# Promo MRS_2022,,
1669,FN1 1GB Bonus Nationwide,FN1_1GB_BONUS_NATIONWIDE,Y,[02/06/2023 Vnair}:RITM# Promo MRS_2023,,
1670,Samsung Galaxy Double Storage Offer $96,SAMSUNG_GALAXY_DOUBLE_STORAGE_OFFER_96,Y,[02/02/2023 MMizanur]: REQ2408421_MRS_2023,,
1671,Samsung Galaxy Double Storage Offer $96 - HWU,SAMSUNG_GALAXY_DBLE_STORAGE_OFFER_96_HWU,Y,[02/02/2023 MMizanur]: REQ2408421_MRS_2023,,
1672,Samsung Galaxy Double Storage Offer $192,SAMSUNG_GALAXY_DOUBLE_STORAGE_OFFER_192,Y,[02/02/2023 MMizanur]: REQ2408421_MRS_2023,,
1673,Samsung Galaxy Double Storage Offer $192 - HWU,SAMSUNG_GALAXY_DBLE_STORGE_OFFER_192_HWU,Y,[02/02/2023 MMizanur]: REQ2408421_MRS_2023,,
1674,Samsung Galaxy Double Storage Offer $288,SAMSUNG_GALAXY_DOUBLE_STORAGE_OFFER_288,Y,[02/02/2023 MMizanur]: REQ2408421_MRS_2023,,
1675,Samsung Galaxy Double Storage Offer $288 - HWU,SAMSUNG_GALAXY_DBLE_STORGE_OFFER_288_HWU,Y,[02/02/2023 MMizanur]: REQ2408421_MRS_2023,,
1676,CA1 $10 Off x 5 Months,CA1_10_OFF_X_5_MONTHS,Y,[09/02/2023_MMizanur]_REQ2420090_MRS_2023,,
1677,CU1 $10 Off x 5 Months,CU1_10_OFF_X_5_MONTHS,Y,[09/02/2023 MMizanur]_REQ2420090_MRS_2023,,
1678,Prepaid Bonus 8GB Freedom Network Data Promo,PRE_BONUS_8GB_FREEDOM_NETWORK_DATA_PROMO,Y,[02/14/2023 Vnair}:RITM# Promo MRS_2023,,
1682,Student Promo $20/month Off Select Plans,STUDENT_PROMO_20_MONTH_OFF_SELECT_PLANS,Y,[07/03/2023 Vnair}:RITM# Promo MRS_2023,,
1683,Discount: $20 Connection Fee Waiver HWU,DISCOUNT_20_CONNECTION_FEE_WAIVER_HWU,Y,[14/03/2023 Vnair}:RITM# Promo MRS_2023,,
1685,Postpaid Bonus 8GB Freedom Network Data Promo,PSTPAID_BONUS_8GB_FDM_NETWORK_DATA_PROMO,Y,[15/03/2023 Vnair}:RITM# Promo MRS_2023,,
1686,Info: Eligible for Loyalty HWU Credit $10x15mo($40+ plan),INFO_ELIG_LYTY_HWU_CREDIT_10_15_MO_40,Y,[29/03/2023 Vnair}:RITM# Promo MRS_2023,,
1687,Info: Eligible for Loyalty HWU Credit $10x20mo($40+ plan),INFO_ELIG_LYTY_HWU_CREDIT_10_20_MO_40,Y,[29/03/2023 Vnair}:RITM# Promo MRS_2023,,
1688,Loyalty HWU Credit $10x15mo for $40+,LOYALTY_HWU_CREDIT_10_15MO_FOR_40,Y,[29/03/2023 Vnair}:RITM# Promo MRS_2023,,
1689,Loyalty HWU Credit $10x20mo for $40+,LOYALTY_HWU_CREDIT_10_20MO_FOR_40,Y,[29/03/2023 Vnair}:RITM# Promo MRS_2023,,
1690,Data Gift Promise - 205MB,DATA_GIFT_PROMISE_205MB,Y,[09/04/2023 Vnair]: RITM# Promo Data Gift MRS_2023,,
1691,Data Gift Promise - 512MB,DATA_GIFT_PROMISE_512MB,Y,[09/04/2023 Vnair]: RITM# Promo Data Gift MRS_2023,,
1692,Data Gift Promise - 1GB,DATA_GIFT_PROMISE_1GB,Y,[09/04/2023 Vnair]: RITM# Promo Data Gift MRS_2023,,
1693,Data Gift Promise - 2GB,DATA_GIFT_PROMISE_2GB,Y,[09/04/2023 Vnair]: RITM# Promo Data Gift MRS_2023,,
1694,Data Gift Promise - 3.5GB,DATA_GIFT_PROMISE_3_5GB,Y,[09/04/2023 Vnair]: RITM# Promo Data Gift MRS_2023,,
1695,Data Gift Promise - 7GB,DATA_GIFT_PROMISE_7GB,Y,[09/04/2023 Vnair]: RITM# Promo Data Gift MRS_2023,,
1696,Data Gift Promise - 12.5GB,DATA_GIFT_PROMISE_12_5GB,Y,[09/04/2023 Vnair]: RITM# Promo Data Gift MRS_2023,,
1697,Data Gift Promise - 5GB/year,DATA_GIFT_PROMISE_5GB_YEAR,Y,[09/04/2023 Vnair]: RITM# Promo Data Gift MRS_2023,,
1698,Data Gift Promise - 1.2GB/year,DATA_GIFT_PROMISE_1_2GB_YEAR,Y,[09/04/2023 Vnair]: RITM# Promo Data Gift MRS_2023,,
1699,100GB Big Binge Bonus Data - with Phone on MyTab,100GB_BIG_BINGE_BONUS_DATA_PHONE_MYTAB,Y,[20/04/2023 MMIzanur] REQ2490903: 100GB Big Binge Bonus Data - with Phone on MyTab,,
1700,100GB Big Binge - HWU,100GB_BIG_BINGE_HWU,Y,[20/04/2023 MMizanur] REQ2490903:100GB Big Binge - HWU,,
1701,Data Gift Promise - 105MB - FreeUnit,DATA_GIFT_PROMISE_105MB_FREEUNIT,Y,[21/04/2023 Vnair]: RITM# Promo Data Gift MRS_2023,,
1702,Data Gift Promise - 310MB - FreeUnit,DATA_GIFT_PROMISE_310MB_FREEUNIT,Y,[21/04/2023 Vnair]: RITM# Promo Data Gift MRS_2023,,
1703,20S $20 Off Select Plans,20S_20_OFF_SELECT_PLANS,Y,[24/04/2023 Vnair]: RITM# Promo MRS_2023,,
1704,2GB Nationwide Bonus Data(FS),2GB_NATIONWIDE_BONUS_DATA_FS_,Y,[04/05/2023 Vnair]: RITM# Promo MRS_2023,,
1705,2GB Nationwide U.S Bonus Data (FS),2GB_NATIONWIDE_US_BONUS_DATA_FS,Y,[04/05/2023 Vnair]: RITM# Promo MRS_2023,,
1706,1000 U.S. Minutes,1000_US_MINUTES,Y,"1000 minutes to the United States, expires September 30, 2023",,
1707,1000 U.S. Minutes HWU,1000_US_MINUTES_HWU,Y,"1000 minutes to the United States, expires September 30, 2023",,
1708,Add A Tablet with MyTab $120 Offer,ADD_A_TABLET_WITH_MYTAB__120_OFFER,Y,[30/05/2023 PGautam]: RITM# REQ2537823  Promo MRS_2023,,
1711,Data Gift Promise - 512MB - FreeUnit,DATA_GIFT_PROMISE_512MB_FREEUNIT,Y,[07/06/2023 Vnair]: RITM# Promo MRS_2023,,
1712,Data Gift Promise - 3.5GB - FreeUnit,DATA_GIFT_PROMISE_35GB_FREEUNIT,Y,[07/06/2023 Vnair]: RITM# Promo MRS_2023,,
1713,CF9 Connection Fee Promo,CF9_CONNECTION_FEE_PROMO,Y,[14/06/2023 vnair]: RITM# MRS 2022,,
1754,$50 Service Credit (Unlimited 20GB),50_SERVICE_CREDIT_UNLIMITED_20GB,Y,[22/06/2023 vnair]: New Freedom Promos,,
1755,$75 Service Credit (Unlimited 20GB),75_SERVICE_CREDIT_UNLIMITED_20GB,Y,[22/06/2023 vnair]: New Freedom Promos,,
1756,$60 Service Credit (Unlimited 20GB),60_SERVICE_CREDIT_UNLIMITED_20GB,Y,[22/06/2023 vnair]: New Freedom Promos,,
1757,$60 Service Credit (Unlimited CANADA-U.S. 40GB),60_SERVICE_CREDIT__UNLIMITED_CANADA_U_S,Y,[26/06/2023 PGautam]: New PROMO For Freedom Mobile,,
1758,$75 Service Credit (Unlimited CANADA-U.S. 40GB),75_SERVICE_CREDIT__UNLIMITED_CANADA_U_S,Y,[26/06/2023 PGautam]: New PROMO For Freedom Mobile,,
1759,$50 Service Credit (Unlimited CANADA-U.S. 40GB),50_SERVICE_CREDIT__UNLIMITED_CANADA_U_S,Y,[26/06/2023 PGautam]: New PROMO For Freedom Mobile,,
1760,$100 Service Credit (Unlimited CANADA-U.S. 40GB),100_SERVICE_CREDIT__UNLIMITED_CANADA_U_S,Y,[26/06/2023 PGautam]: New PROMO For Freedom Mobile,,
1761,Data Gift Promise Freedom Local - 5GB/year,DATA_GFT_PRMSE_FM_LOCL_5GB_YR,Y,[26/06/2023 MMizanur]: Freedom_Nationwide Data updating_v2,,
1762,Data Gift Promise Freedom Local - 205MB,DATA_GFT_PRMSE_FM_LOCL_205MB,Y,[26/06/2023 MMizanur]: Freedom_Nationwide Data updating_v2,,
1763,Data Gift Promise Freedom Local - 1.2GB/year,DATA_GFT_PRMSE_FM_LCL_1_2GB_YR,Y,[26/06/2023 MMizanur]: Freedom_Nationwide Data updating_v2,,
1764,Data Gift Promise Freedom Local - 1GB,DATA_GFT_PRMSE_FM_LOCL_1GB,Y,[26/06/2023 MMizanur]: Freedom_Nationwide Data updating_v2,,
1765,Data Gift Promise Freedom Local - 512MB,DATA_GFT_PRMSE_FM_LOCL_512MB,Y,[26/06/2023 MMizanur]: Freedom_Nationwide Data updating_v2,,
1766,5GB Bonus Freedom Local data for $30+ Plans,5GB_BONUS_FM_LOCL_$30+_PLNS,Y,[26/06/2023 MMizanur]: Freedom_Nationwide Data updating_v2,,
1767,15GB Bonus Freedom Local data for $60+ Plans,15GB_BONUS_FM_LOCL_$60+_PLNS,Y,[26/06/2023 MMizanur]: Freedom_Nationwide Data updating_v2,,
1768,6GB Bonus Freedom Local Data for Tablet Plans,6GB_BONUS_FM_LOCL_TBLT_PLNS,Y,[26/06/2023 MMizanur]: Freedom_Nationwide Data updating_v2,,
1769,Data Gift Promise Freedom Local - 2GB,DATA_GIFT_PRMSE_FM_LOCL_2GB,Y,[26/06/2023 MMizanur]: Freedom_Nationwide Data updating_v2,,
1770,Bonus 5 GB Freedom Local Data X 12 months,BONUS_5GB_FM_LOCL_12_MNTH,Y,[26/06/2023 MMizanur]: Freedom_Nationwide Data updating_v2,,
1771,9B $9 Off x 24 Months,9B_9_OFF_X_24_MONTHS,Y,[19/07/2023 VNair]: New promo,,
1772,10S Student $10 x 24mo.,10S_STUDENT_10_X_24MO,Y,[24/07/2023 VNair]: New promo BTS,,
1773,Bonus 25GB Nationwide,BONUS_25GB_NATIONWIDE,Y,[24/07/2023 VNair]: New promo BTS,,
1774,Samsung Z Series Double Storage Offer $168,SAMSUNG_Z_SERIES_DOUBLE_STR_OFFER_168,Y,[02/08/2023 VNair]: New promo Samsung,,
1775,Samsung Z Series Double Storage Offer $168 -HWU,SAMSUNG_Z_SERIES_DOUBLE_STR_OFFR_168_HWU,Y,[02/08/2023 VNair]: New promo Samsung,,
1776,2GB Bonus Nationwide,2GB_BONUS_NATIONWIDE,Y,[03/08/2023 SZAMAN]: 2GB Bonus Nationwide,,
1777,Trial 100% off 1st bill,TRIAL_100__OFF_1ST_BILL,Y,[03/08/2023 VNair]: New promo for 100% trial,,
1778,D1A 10GB FN Data,D1A_10GB_FN_DATA,Y,[New Data Promo 3-AUG-2023-Pgautam],,
1779,D1B 10GB FN+US Data,D1B_10GB_FN_US_DATA,Y,[New Data Promo 3-AUG-2023-Pgautam],,
1780,D1C 10GB FN+US+Mex,D1C_10GB_FN_US_MEX,Y,[New Data Promo 3-AUG-2023-Pgautam],,
1781,20B Bonus 20GB Nationwide,20B_BONUS_20GB_NATIONWIDE,Y,[08/08/2023 Vnair]: New promo for 20GB,,
1782,$100 Service Credit (Nationwide Unlimited 30GB + 5G),100_SERVICE_CRE_NATIONWIDE_UNLTD_30GB_5G,Y,[08/08/2023 Vnair]: New promo for HWU,,
1783,$75 Service Credit (Nationwide Unlimited 30GB + 5G),75_SERVICE_CRE_NATIONWIDE_UNLTD_30GB_5G,Y,[08/08/2023 Vnair]: New promo for HWU,,
1784,$60 Service Credit (Nationwide Unlimited 30GB + 5G),60_SERVICE_CRE_NATIONWIDE_UNLTD_30GB_5G,Y,[08/08/2023 Vnair]: New promo for HWU,,
1785,$50 Service Credit (Nationwide Unlimited 30GB + 5G),50_SERVICE_CRE_NATIONWIDE_UNLTD_30GB_5G,Y,[08/08/2023 Vnair]: New promo for HWU,,
1786,$200 Service Credit (Nationwide Unlimited 50GB),200_SERVICE_CRE_NATIONWIDE_UNLTD_50GB,Y,[08/08/2023 Vnair]: New promo for HWU,,
1787,D1D 10GB FN Data - HWU,D1D_10GB_FN_DATA_HWU,Y,[08/08/2023 Vnair]: New promo for HWU,,
1788,D1E 10GB FN+US Data - HWU,D1E_10GB_FNUS_DATA_HWU,Y,[08/08/2023 Vnair]: New promo for HWU,,
1790,$100 Service Credit (Nationwide Unlimited 50GB),100_SERVICE_CREDIT_NTWD_UNLTD_50GB,Y,[09/08/2023 Vnair]: New promo for HWU,,
1791,$150 Service Credit (Nationwide Unlimited 50GB),150_SERVICE_CREDIT_NTWD_UNLTD_50GB,Y,[09/08/2023 Vnair]: New promo for HWU,,
1792,$150 Service Credit (Nationwide Unlimited 40GB),150_SERVICE_CREDIT_NTWD_UNLTD_40GB,Y,[09/08/2023 Vnair]: New promo for HWU,,
1794,Additional 3rd+ Line $10 off,ADDITIONAL_3RD_LINE_10_OFF,Y,[09/08/2023 Vnair]: New promo for HWU,,
1795,$50 AAL discount,50_AAL_DISCOUNT,Y,[08/11/2023 Vnair]: New promo for HWU,,
1796,$60 AAL discount,60_AAL_DISCOUNT,Y,[08/11/2023 Vnair]: New promo for HWU,,
1797,5GB Big Binge Bonus Nationwide Data,5GB_BIG_BINGE_BONUS_NATIONWIDE_DATA,Y,[08/13/2023 Vnair] MRS_2023 Big Binge Bonus Nationwide,,
1798,10GB Big Binge Bonus Nationwide Data,10GB_BIG_BINGE_BONUS_NATIONWIDE_DATA,Y,[08/13/2023 Vnair] MRS_2023 Big Binge Bonus Nationwide,,
1799,20GB Big Binge Bonus Nationwide Data,20GB_BIG_BINGE_BONUS_NATIONWIDE_DATA,Y,[08/13/2023 Vnair] MRS_2023 Big Binge Bonus Nationwide,,
1800,25GB Big Binge Bonus Nationwide Data,25GB_BIG_BINGE_BONUS_NATIONWIDE_DATA,Y,[08/13/2023 Vnair] MRS_2023 Big Binge Bonus Nationwide,,
1801,50GB Big Binge Bonus Nationwide Data Promotion,50GB_BIG_BINGE_BONUS_NATIONWIDE_DATA_PRO,Y,[08/22/2023 SZAMAN] MRS_2023 Big Binge Bonus Nationwide Promotion,,
1802,10P Partner $10 x 24mo.,10P_PARTNER_10_X_24MO,Y,[29/08/2023 SZAMAN}:REQ2634920 Promo 10P Partner $10 x 24mo.,,
1805,Visual Voicemail free for 3 months,VISUAL_VOICEMAIL_FREE_FOR_3_MONTHS,Y,[SZAMAN 19-Sep-2023] REQ2663749: Visual Voicemail Promo for 3 Months,,
1806,Save $480 with 2 iPhone 15 series phones on MyTab,480_WITH_2_IPHONE_15_SERIES_ON_MYTAB,Y,[New Tab Promo 20-SEP-2023-Pgautam],,
1807,Save $480 with 2 iPhone 15 series phones on MyTab - HWU,480_WITH_2_IPHONE_15_SERIES_MYTAB_HWU,Y,[New Tab Promo 20-SEP-2023-Pgautam],,
1808,1TR 100% Off x 3 Months,1TR_100_OFF_X_3_MONTHS,Y,[22-09-2023]: REQ2668427: 1TR 100% Off x 3 Months,,
1809,Bring Your Own Phone $5 x 24mo. $120 Prepaid - Online,BYOP_5_X_24MO_120_PREPAID_ONLINE,Y,[30/09/2023 Vnair]: Bring Your Own Phone Prepaid Buy Flow Promos,,
1810,Bring Your Own Phone $240 Prepaid - Online,BRING_YOUR_OWN_PHONE_240_PREPAID_ONLINE,Y,[02/12/2019 NKapur]: RITM0063116: MRS_2019 BYOP $240,,
1811,BP Connection Fee Promo - TradeUp Return,BP_CONNECTION_FEE_PROMO_TRADEUP_RETURN,Y,SZAMAN,,
1812,Bring Your Own Phone $5 x 24mo. $120 Postpaid - Online,BRING_YOUR_OWN_PHONE_5_X_24MO_120_POST,Y,[10/10/2023 MMizanur]: REQ2686661: Bring Your Own Phone Postpaid Buy Flow Promos,,
1813,Bring Your Own Phone $240 Postpaid - Online,BRING_YOUR_OWN_PHONE_240_POST_ONLINE,Y,[10/10/2023 Mmizanur]: REQ2686661: New Promos for Nov 12 - BYOP Postpaid Buy Flow,,
1814,Data Gift VFM - 7GB,DATA_GIFT_VFM_7GB,Y,[10/16/2023 Vnair]: RITM# Promo Data Gift Holiday Season MRS_2023,,
1815,Data Gift VFM - 13GB,DATA_GIFT_VFM_13GB,Y,[10/16/2023 Vnair]: RITM# Promo Data Gift Holiday Season MRS_2023,,
1816,Data Gift VFM - 15GB,DATA_GIFT_VFM_15GB,Y,[10/16/2023 Vnair]: RITM# Promo Data Gift Holiday Season MRS_2023,,
1817,Data Gift VFM - 17GB,DATA_GIFT_VFM_17GB,Y,[10/16/2023 Vnair]: RITM# Promo Data Gift Holiday Season MRS_2023,,
1818,Data Gift VFM - 20GB,DATA_GIFT_VFM_20GB,Y,[10/16/2023 Vnair]: RITM# Promo Data Gift Holiday Season MRS_2023,,
1819,Data Gift VFM - 30GB,DATA_GIFT_VFM_30GB,Y,[10/16/2023 Vnair]: RITM# Promo Data Gift Holiday Season MRS_2023,,
1820,Data Gift VFM - 40GB,DATA_GIFT_VFM_40GB,Y,[10/16/2023 Vnair]: RITM# Promo Data Gift Holiday Season MRS_2023,,
1821,1A5 $5 Off x 24 Months,1A5_5_OFF_X_24_MONTHS,Y,[02/11/2023 MMizanur] REQ2708254: MRS_2023,,
1822,1U5 $5 Off x 24 Months,1U5_5_OFF_X_24_MONTHS,Y,[02/11/2023 MMizanur] REQ2708254  Promo MRS_2023,,
1823,1A6 $10 Off x 24 Months,1A6_10_OFF_X_24_MONTHS,Y,[02/11/2023 MMizanur] REQ2708254: MRS_2023,,
1824,1U6 $10 Off x 24 Months,1U6_10_OFF_X_24_MONTHS,Y,[02/11/2023 MMizanur] REQ2708254  Promo MRS_2023,,
1825,Bring Your Own Phone $360 Prepaid,BRING_YOUR_OWN_PHONE__360_PREPAID,Y,[11/24/2019 SZAMAN]: REQ2734535: Bring Your Own Phone $360 Prepaid,,
1826,$135 AAL discount,135_AAL_DISCOUNT,Y,[PGAUTAM - 26-NOV-2023-AAL-PROMO],,
1827,$216 AAL discount,216_AAL_DISCOUNT,Y,[PGAUTAM - 26-NOV-2023-AAL-PROMO],,
1828,$225 Service Credit,225_SERVICE_CREDIT,Y,[29-11-2023 MMiznaur RITM0027089 $50 Service Credit Promo,,
1829,50P 50% Off x 6 Months,50P_50_OFF_X_6_MONTHS,Y,[06/12/2023 MMizanur] REQ2750152 : MRS_2023,,
1830,Select Markets $25 Off x 6 Months,SELECT_MARKETS_25_OFF_X_6_MONTHS,Y,[11/12/2023 Vnair] REQ2756115 : MRS_2023,,
1831,Select Markets $32.50 Off x 6 Months,SELECT_MARKETS_32_50_OFF_X_6_MONTHS,Y,[11/12/2023 Vnair] REQ2756115 : MRS_2023,,
1832,Select Markets $25 Off x 6 Months CBM,SELECT_MARKETS_25_OFF_X_6_MONTHS_CBM,Y,[New PROMO - REQ2756827 -CBM-12-DEC-2023-PGautam],,
1833,Select Markets $32.50 Off x 6 Months CBM,SELECT_MARKETS_$32.50_OFF_X_6_MONTHS_CBM,Y,[New PROMO - REQ2756827 -CBM-12-DEC-2023-PGautam],,
1834,750MB Bonus Nationwide Data,750MB_BONUS_NATIONWIDE_DATA,Y,[03/08/2023 MMiznaur]: REQ2760827_750MB BonusNationwideData,,
1835,3GB Bonus Nationwide Data,3GB_BONUS_NATIONWIDE_DATA,Y,[03/08/2023 MMizanur]: REQ2760827_3GB Bonus Nationwide Data,,
1836,Bonus 20GB x 6 Months Freedom Nationwide + U.S. Data,BONUS_20GB_X_6_MONTHS_FRDM_NTWD_US_DATA,Y,[12/20/2023 Vnair]:REQ2764510 - New Promos for Dec 21/26,,
1837,Bonus 30GB x 6 Months Freedom Nationwide + U.S. Data,BONUS_30GB_X_6_MONTHS_FRDM_NTWD_US_DATA,Y,[12/20/2023 Vnair]:REQ2764510 - New Promos for Dec 21/26,,
1841,W10 Winback $10 off,W10_WINBACK_10_OFF,Y,[REQ2778450 - New Promo for Jan 10: 2024 - Winback $10 off: SZAMAN],,
1843,Samsung Double Storage Offer $80,SAMSUNG_DOUBLE_STORAGE_OFFER_80,Y,[15/01/2024 Vnair]  REQ2787458 : MRS_2024 Double Storage Promo,,
1844,Samsung Double Storage Offer $80 - HWU,SAMSUNG_DOUBLE_STORAGE_OFFER_80_HWU,Y,[15/01/2024 Vnair]  REQ2787458 : MRS_2024 Double Storage Promo,,
1845,Samsung Double Storage Offer $160,SAMSUNG_DOUBLE_STORAGE_OFFER_160,Y,[15/01/2024 Vnair]  REQ2787458 : MRS_2024 Double Storage Promo,,
1846,Samsung Double Storage Offer $160 - HWU,SAMSUNG_DOUBLE_STORAGE_OFFER_160_HWU,Y,[15/01/2024 Vnair]  REQ2787458 : MRS_2024 Double Storage Promo,,
1847,W15 Winback $15 off,W15_WINBACK_15_OFF,Y,[REQ2789248 - New Promo For Jan 18 - Winback $15 off: SZAMAN],,
1848,Save $600 with 2 Galaxy S24 series phones on MyTab,600 WITH 2 GALAXY S24 SERIES ON MYTAB,Y,[New Tab Promo 16-JAN-2024-Pgautam],,
1849,Save $600 with 2 Galaxy S24 series phones on MyTab - HWU,600 WITH 2 GALAXY S24 SERIES MYTAB - HWU,Y,[New Tab Promo 16-JAN-2024-Pgautam],,
1850,$75 Service Credit Offer,75_SERVICE_CREDIT_OFFER,Y,[15/01/2024 Vnair]  REQ2792377 : MRS_2024 Samsung Promo,,
1851,$75 Service Credit Offer - HWU,75_SERVICE_CREDIT_OFFER_HWU,Y,[15/01/2024 Vnair]  REQ2792377 : MRS_2024 Samsung Promo,,
1852,Eligible port-in only - bonus 9GB Freedom Nationwide data,ELIGIBLE_PORT_IN_ONLY___BONUS_9GB_FREEDO,Y,[20/01/2024 SZAMAN]: Eligible port-in only - bonus 9GB Freedom Nationwide data,,
1853,D1G 15GB FN+US Data,D1G_15GB_FN_US_DATA,Y,[23/01/2024 Vnair: REQ2796212 : MRS_2024,,
1854,D1H 20GB FN+US Data,D1G_20GB_FN_US_DATA,Y,[23/01/2024 Vnair: REQ2796212 : MRS_2024,,
1855,$120 Service Credit ($50),120_SERVICE_CREDIT_50,Y,[7-02-2024 PGautam REQ2809833 New Promo],,
1856,Select Stores $5 Off x 6 Months,SELECT_STORES_$5_OFF_6_MONTHS,Y,[14-02-2024 PGautam REQ2821950  New Promo],,
1857,BR5 $5 off x 12 months,BR5_5_OFF_X_12_MONTHS,Y,[03/05/2024 MMizanur] REQ2842474 : MRS_2024,,
1861,Bonus 4GB Apple Watch Data,BONUS_4GB_APPLE_WATCH_DATA,Y,[04/04/2024 VNair]: RITM: MRS_2024 Apple Watch Promo,,
1862,Bonus 3GB Apple Watch Data,BONUS_3GB_APPLE_WATCH_DATA,Y,[04/04/2024 VNair]: RITM: MRS_2024 Apple Watch Promo,,
1866,Promo 10GB Canada-U.S. data,PROMO_10GB_CANADA_US_DATA,Y,[18-Apr-2024 SZAMAN]: Promo 10GB Canada-U.S. data,,
1867,10GB Roam Beyond Promo,10GB_ROAM_BEYOND_PROMO,Y,[19/04/2023 MMizanur]: REQ2889117 : Roam Beyond Data Promos,,
1868,25GB Roam Beyond Promo,25GB_ROAM_BEYOND_PROMO,Y,[19/04/2023 MMizanur]: REQ2889117 : 25GB Roam Beyond Data Promos,,
1869,$10 off for 12 months for P2P with a tab MRC $45+,10_OFF_12_MONTHS_P2P_TAB_MRC_45,Y,[01/05/2024 NGanesan]: REQ2900586: $10 off for 12 months for P2P with a tab MRC $45+,,
1870,$5 off for 10 months for P2P with a tab MRC $39+,5_OFF_10_MONTHS_P2P_TAB_MRC_39,Y,[02/05/2024 Vnair]: REQ2900586 MRS 2024,,
1871,$5 off for 12 months for P2P with a tab MRC $39+,5_OFF_12_MONTHS_P2P_TAB_MRC_39,Y,[02/05/2024 Vnair]: REQ2900586 MRS 2024,,
1872,$10 off for 10 months for P2P with a tab MRC $50+,10_OFF_10_MONTHS_P2P_TAB_MRC_50,Y,[01/05/2024 MMizanur]: REQ2900586: MRS,,
